word	k	p	sqrt_kp	sum	DF
sides	0.70974630802353	0.788704599738595	1.06103476257937	27	22
fast	0.168534048018818	0.275295021611958	0.322786422059444	63	28
master	0.175828344497694	0.531592742121849	0.559916467167583	22	15
dead	0.89833742226019	0.583644417468934	1.0712847101848	91	55
o	0.281489042223791	0.487626962174358	0.563041859129017	42	26
direful	0.471663317714518	0.870086846850079	0.989705717038645	10	9
cry	0.184508322355724	0.401842430341117	0.442177181501917	39	22
shroud	0.158422428418196	0.692268088626906	0.710163905276147	10	8
leaping	0.338360058607011	0.78700542943793	0.856659252693462	13	11
bulwarks	0.514154185808183	0.663666370857141	0.839528188085882	37	27
wave	0.158422428418196	0.692268088626906	0.710163905276147	10	8
fore	0.497445008840584	0.746399619926359	0.896974876708719	24	19
aft	0.394129345972427	0.636224440577948	0.7484113041272	32	23
till	0.612629070438053	0.424371744528031	0.745255496792582	118	57
nigh	0.371095083865035	0.544963200659779	0.659315138110864	44	28
afloat	9.62072209009542	0.991255741468079	9.67165350288375	12	12
white	0.306288736066633	0.134866574772816	0.334666674218164	279	68
blackness	0.107996514324655	0.582312699469824	0.592242625171566	11	8
pointing	0.479877352339433	0.791042935767132	0.925219541252446	18	15
beat	0.203795312498058	0.557169504874043	0.593270921719384	23	16
downward	8.02473037887394	0.991262705341073	8.08572194702627	10	10
run	0.702160928382735	0.65293300995892	0.958828183170124	53	37
through	0.902844523740238	0.362974871974511	0.973077073891195	225	90
known	0.741912234917452	0.590694357196604	0.948342547787516	73	47
certain	1.68761625760995	0.738173377402128	1.841995811085	85	56
grow	0.137959889204105	0.471031093640837	0.490818930162327	22	14
fully	0.540969236725915	0.836630935915599	0.996292646773442	15	13
whole	1.58538840069069	0.625130002462187	1.70418423329843	135	76
matter	1.04487944859593	0.635775631024666	1.22310413093201	85	53
heaven	0.437049084735482	0.553814178969006	0.705494186577917	50	32
fall	15.6935860509008	0.991119995792623	15.7248517316726	20	20
cause	0.511862081727225	0.76764655910156	0.922650546204029	22	18
them	1.29969785925695	0.28500636865329	1.33058000718861	463	118
discovered	0.150207227431756	0.680812396693037	0.697185578353176	10	8
thine	0.184959507108302	0.593351062955712	0.621510662161495	18	13
whence	0.227446530754905	0.655153802889321	0.693511665217523	17	13
country	0.273376791661044	0.627948754394278	0.684875542244144	23	17
poor	0.4382551291	0.359244947755172	0.566678472036898	111	52
eager	1.31227314973476	0.934780947042723	1.61117231805567	13	12
ask	8.02473037887394	0.991262705341073	8.08572194702627	10	10
answer	0.49528602497253	0.73775394515074	0.888588279305197	25	20
likewise	4.51259646827451	0.966797220419307	4.61499986466891	22	20
forced	0.269897948013982	0.68042843174217	0.732002563564682	18	14
am	0.547041265745925	0.463263007019987	0.716845004238785	90	49
fear	0.177475788612335	0.440574796567432	0.474977690964538	32	19
lord	0.392097727193989	0.469151362682817	0.611427533545747	63	37
dry	0.265793661863337	0.71559959612651	0.763366918763937	15	12
land	0.48275506802439	0.474234859626889	0.676720886177284	76	43
well	0.799382221164713	0.335327489361201	0.866865883880267	225	85
straightway	1.31227314973476	0.934780947042723	1.61117231805567	13	12
make	1.33046174318769	0.634136439651065	1.47385802375241	109	65
became	8.94531947642424	0.981438692032237	8.99899785762352	24	22
since	1.50113605180428	0.774676401258743	1.68924035373707	62	45
knew	0.440504976561719	0.59261676219408	0.738403183368703	43	29
darkness	0.248026256423449	0.523949202942793	0.579689391950395	32	21
take	0.804384685259493	0.467698930420136	0.930471392035324	130	66
cast	0.508820284205896	0.706607932525192	0.870742701334266	30	23
sake	0.512560530194131	0.792990162644174	0.944220151851952	19	16
turn	0.347847368858782	0.455691189223718	0.573282000378613	59	35
means	3.27697747604813	0.915406723750618	3.40243307772756	43	35
save	0.540969236725915	0.836630935915599	0.996292646773442	15	13
gale	0.211202504105356	0.526238918802364	0.567039590683626	27	18
raised	2.0486992064641	0.935668972989142	2.25225328628491	20	18
behold	3.17241341745791	0.967765392690956	3.31674188723772	15	14
anchor	0.264245707385239	0.64116595981105	0.693483656542784	21	16
dropped	0.293410738984472	0.606780508947128	0.673997364823891	27	19
instantly	13.9655738980761	0.988558041247738	14.0005178941188	23	22
floats	0.0629107423059895	0.448160198562144	0.452554223350916	11	7
east	0.227762629452672	0.595158554214579	0.637251535918104	22	16
carries	0.190270198828144	0.628067106914943	0.656255315674173	16	12
leaving	1.05140155582857	0.805717956409977	1.3246232131743	36	29
behind	7.91746225406753	0.959065656859753	7.9753379538896	48	40
heart	0.738701595612812	0.543794556949304	0.917274532257712	88	52
commotion	0.0629107423059895	0.448160198562144	0.452554223350916	11	7
jaws	1.17107319769076	0.864787207037838	1.45577104924022	26	22
ivory	0.375454771159452	0.487717573042753	0.615495504647361	56	34
teeth	0.498604075294133	0.595966033748211	0.777033807038981	48	32
many	0.789318715698561	0.411947729456494	0.890351035691197	160	72
observe	0.0616319520848203	0.443086974564049	0.447352841218324	11	7
direct	0.652617142225422	0.893890075612822	1.10677396138759	11	10
spite	0.179756276767911	0.586448133994213	0.613378947228185	18	13
holy	0.111045130300848	0.453527123071033	0.466923839961744	19	12
temple	0.0163854813466035	0.174593252181151	0.175360450803911	11	4
true	1.81152082848548	0.753836502944478	1.96211039067843	84	59
conduct	0.913122102887121	0.915290408806593	1.29288379494614	12	11
speaking	0.287450428903087	0.639599420743586	0.701224049852898	23	17
these	1.34238608046328	0.327738932361946	1.38181518185585	391	113
words	0.36425318222509	0.640750576803428	0.737049308007971	29	21
new	0.547525008905005	0.447477551123021	0.707120777615452	96	53
tossed	0.380028569310485	0.642703944616631	0.746652579127636	30	22
heaved	0.244198784956185	0.742908903289213	0.782014504443784	12	10
ground	1.57072029843763	0.807999105529994	1.76635919633049	53	41
swell	0.105058649700179	0.575589705728006	0.585098990955272	11	8
arms	0.536186662810337	0.672966425164644	0.860453337941441	37	27
work	0.330717989268935	0.427075678823106	0.540155555250804	63	35
brow	0.241285676353237	0.455240447634406	0.515230669482722	41	25
light	0.461838487906066	0.459956448668772	0.65180880907161	77	44
simple	0.652617142225422	0.893890075612822	1.10677396138759	11	10
quick	0.765695298287976	0.741019022126615	1.06555078760883	38	29
strange	0.955308745900474	0.583071312569103	1.11919031247371	97	56
came	0.826863157046825	0.480391117694681	0.95628359101335	127	63
silently	0.540969236725915	0.836630935915599	0.996292646773442	15	13
once	1.25927426713509	0.550516025972793	1.37435060109184	146	76
standing	0.824012843114529	0.587959903326791	1.01227170934376	82	51
leaned	0.338360058607011	0.78700542943793	0.856659252693462	13	11
aspect	0.952750973946545	0.785245794494672	1.23464382561436	37	30
laid	0.438008661479978	0.74758689326305	0.866451239545643	21	17
both	0.76813814609579	0.474085995092905	0.902659261421887	121	59
may	1.75536244332574	0.513663272319093	1.8289743750988	236	101
therefore	1.34677868879222	0.743431977826634	1.53834454601045	66	46
greater	10.4321467685774	0.991262703030032	10.4791358397322	13	13
mast	0.266667421716114	0.232503288534467	0.35379272601915	125	47
sit	0.132675251574836	0.573688525118075	0.588830405322787	14	10
hatches	0.471663317714518	0.870086846850079	0.989705717038645	10	9
some	1.9088415213322	0.309404837373516	1.93375471737032	605	133
ears	0.784410784586982	0.810751247790317	1.12810365869893	26	22
should	1.95422924918878	0.609220806642675	2.04698850744973	178	88
escape	0.803446127583417	0.826198437865611	1.15244502630727	24	20
duty	0.205558234850131	0.538654110301149	0.576543526942263	25	17
taking	1.41869281262036	0.794830886625569	1.62617509355993	52	40
reached	0.085734140356204	0.390511361340985	0.399811788419259	19	11
seen	1.12105704780625	0.501875999358513	1.22827050081331	158	75
swallowed	0.652617142225422	0.893890075612822	1.10677396138759	11	10
tore	0.338360058607011	0.78700542943793	0.856659252693462	13	11
along	0.668943789326048	0.463388600509338	0.813765806826445	110	58
midst	8.02473037887394	0.991262705341073	8.08572194702627	10	10
ten	1.06798536947622	0.767268968523232	1.31502639497234	46	35
fathoms	0.173940362709544	0.655169814728293	0.677866311237425	13	10
watery	0.399438439154427	0.694077506405586	0.80080874843643	25	19
beyond	0.803446127583417	0.826198437865611	1.15244502630727	24	20
reach	1.97840434994955	0.952525913863824	2.19576624176651	14	13
ocean	0.456390691470741	0.477201167762786	0.660313121007987	71	41
utmost	1.97840434994955	0.952525913863824	2.19576624176651	14	13
bones	0.694670258291122	0.681976022600215	0.973477304900254	46	34
heard	1.01258234830274	0.57106530678151	1.1625139124775	108	62
cried	0.161359312937029	0.12807033929321	0.206006892307485	156	40
cold	0.217027136035655	0.498525590824482	0.543717336934126	31	20
warm	0.597635463118949	0.78676797111771	0.988014163437993	23	19
pleasant	0.324777293994936	0.74242629239847	0.810356150306278	16	13
word	1.00421621669925	0.658353488013171	1.20078288006653	74	49
second	0.618677318767419	0.602336919727346	0.863464758761971	58	38
whom	0.500968044133896	0.640084949475268	0.812820843598451	40	28
oil	0.254191512092564	0.303079317865119	0.39556339281775	83	38
please	9.62072209009542	0.991255741468079	9.67165350288375	12	12
rather	0.753800408549374	0.601212271503316	0.9641946127911	71	46
good	0.539878536616738	0.262848412402495	0.600464921708123	215	74
name	0.596079318199124	0.565633048311942	0.821736757683014	65	42
yea	0.428197671805254	0.812843242263324	0.918731398523308	14	12
others	4.30072544026444	0.941416235588798	4.40255651197891	38	32
fell	0.243598135819162	0.50430757358274	0.560059086657365	34	22
showed	0.324777293994936	0.74242629239847	0.810356150306278	16	13
sure	0.714569292537377	0.692766766904906	0.995256282153116	45	33
delight	0.0307375645087624	0.195161046622825	0.197566778560686	18	7
higher	0.127328682609962	0.440130967763808	0.458178853942317	23	14
top	0.713209197306985	0.594775224920336	0.928668362389023	69	44
main	0.245587561365683	0.415789557055024	0.482901859650132	49	27
gods	0.311658886988918	0.612486260981998	0.687219529503403	28	20
own	1.01303655711774	0.414734870708429	1.0946451840841	203	86
base	0.476959352457994	0.763322735704321	0.900084342014834	21	17
gives	1.13131285897591	0.899239377570916	1.44516443460887	18	16
quarter	0.79195141945073	0.705249189923447	1.06045436990834	47	34
under	1.55260855927206	0.64945352149542	1.68296857216874	119	70
gallant	0.0731329388447247	0.409097083044507	0.415582543064059	15	9
law	0.0444778897228685	0.231216975486501	0.235456094479044	21	9
billows	0.265988835571552	0.653801785127872	0.705837683100798	20	15
shake	0.685236986854162	0.858784585325012	1.09866313861202	16	14
keel	0.230172583113995	0.556952754960742	0.602640680070413	26	18
ages	3.17241341745791	0.967765392690956	3.31674188723772	15	14
eternal	1.49632028967214	0.917915128377851	1.75543230920176	19	17
say	1.0550110092898	0.385306701884461	1.12316939249597	239	91
final	0.648693622686765	0.760556209628584	0.999624511563756	29	23
breath	0.122487780924815	0.520861487079353	0.535070037657128	16	11
chiefly	0.217954431710889	0.619615861333307	0.656831751606324	19	14
rod	0.052927770867623	0.333808646843961	0.337978640799699	15	8
mortal	0.859169125267305	0.753089134827382	1.1425037552707	40	31
immortal	3.17241341745791	0.967765392690956	3.31674188723772	15	14
die	0.132700360688978	0.385792771719563	0.407977264609252	30	17
nothing	0.767414453287429	0.490928785807054	0.9110082413724	113	60
leave	8.525856628368	0.985327827309959	8.58260462649643	18	17
thee	0.205569949473173	0.183371237034176	0.275470533265986	130	43
live	0.706112293507404	0.625634269480682	0.943404902568835	60	40
remained	0.515535566035693	0.682853177240675	0.855608193927236	34	25
departed	1.31227314973476	0.934780947042723	1.61117231805567	13	12
left	0.639539362647875	0.575451340218403	0.860322521694746	67	42
alone	16.8712719521837	0.983577598105826	16.8999184073781	40	35
call	20.2108746500553	0.981929505656827	20.2347137284995	53	45
ishmael	0.0624180734826347	0.307080939249918	0.313360366268447	20	10
years	0.398608805322329	0.38089883537398	0.551337376267698	92	46
ago	1.54007267820627	0.862034289084658	1.76491557013788	35	29
long	1.68313698293739	0.422267263377015	1.73529817179973	327	109
precisely	12.4428262860375	0.985476944885582	12.4817903681086	26	24
having	0.937121831325923	0.675243915908249	1.15505483537309	64	43
particular	0.452874141734659	0.567550794804803	0.726091518291921	49	32
interest	0.301557063220102	0.727988110312401	0.787974207150306	16	13
shore	0.511862081727225	0.76764655910156	0.922650546204029	22	18
thought	0.563854711580602	0.35106866709565	0.664214833309194	148	66
part	0.826836790463691	0.444047108784882	0.9385291220226	147	70
whenever	0.101863439123644	0.490914690039278	0.501371512081068	15	10
myself	0.428583734535147	0.475984892942985	0.640504204371867	67	39
grim	8.82720205809376	0.991262703942574	8.88268528783061	11	11
involuntarily	9.62072209009542	0.991255741468079	9.67165350288375	12	12
pausing	0.471663317714518	0.870086846850079	0.989705717038645	10	9
coffin	0.0697616230109191	0.162642318052652	0.176972335879531	51	17
bringing	8.02473037887394	0.991262705341073	8.08572194702627	10	10
meet	0.130819514429505	0.507878475656702	0.52445618634062	18	12
especially	0.867928954911667	0.736913530335078	1.13857025341652	44	33
get	0.268987781165653	0.286767633783612	0.393179478358513	95	41
upper	0.341242808567708	0.609849119110573	0.698829451639754	31	22
street	0.0808687136387743	0.489004796000088	0.495646486274923	12	8
account	0.554662697865143	0.711092383305675	0.901833180803625	32	24
ball	0.652617142225422	0.893890075612822	1.10677396138759	11	10
sword	0.113662500724826	0.402102106597621	0.417857952181439	24	14
quietly	0.269897948013982	0.68042843174217	0.732002563564682	18	14
degree	1.17107319769076	0.864787207037838	1.45577104924022	26	22
very	1.434642682158	0.394255484808656	1.48782963163503	313	104
your	0.3868623484919	0.18500545919088	0.428823386268866	242	68
indian	0.353044304715534	0.472356718044974	0.589712769214212	56	33
isles	0.679538044368958	0.850211048149321	1.08840745134345	17	15
streets	0.0387602869071217	0.268434068782756	0.271218010324513	15	7
extreme	1.31227314973476	0.934780947042723	1.61117231805567	13	12
few	3.14773882587032	0.827769354622014	3.25475987137957	93	63
hours	0.350383869686422	0.542256709255927	0.64560916572606	42	27
previous	1.74776296813139	0.876402407803639	1.95518709416144	35	30
sight	0.624967276012766	0.458051714802915	0.774851901669415	105	54
go	0.700873623564018	0.343751100587	0.780633496182768	190	77
hook	0.179756276767911	0.586448133994213	0.613378947228185	18	13
silent	0.312152327255641	0.630291604076227	0.703353809671986	26	19
around	0.41111195503328	0.631945838016424	0.753902236206768	34	24
town	0.0760348549335325	0.235754914171871	0.247712895750201	35	15
stand	0.612893337121041	0.453213016800853	0.762259982738892	105	55
thousands	0.0913236734531603	0.447665840705455	0.456885891954984	16	10
fixed	0.730966272410688	0.737209747290644	1.03816660652436	37	28
leaning	15.2395866585359	0.987200653522088	15.2715279737602	28	26
seated	0.121295780705486	0.39848262012823	0.416534590353806	26	15
heads	0.302797583196113	0.335923753212734	0.452251196086795	85	41
looking	0.654739587507595	0.570480188124524	0.868407492190278	70	44
ships	0.365299527756369	0.37898535585313	0.526377853761108	85	42
aloft	0.304405154707095	0.418748713150883	0.51769970347468	60	33
rigging	0.30998352918547	0.564200908687565	0.643748750468809	34	23
striving	0.471663317714518	0.870086846850079	0.989705717038645	10	9
better	0.635980411555927	0.592934820686108	0.869507208403078	62	40
tied	0.913122102887121	0.915290408806593	1.29288379494614	12	11
nailed	0.101464410685424	0.567064393316289	0.576070354039254	11	8
green	0.278347181205611	0.427183896844236	0.509865899044186	53	30
pacing	0.105058649700179	0.575589705728006	0.585098990955272	11	8
content	0.269897948013982	0.68042843174217	0.732002563564682	18	14
lee	0.479877352339433	0.791042935767132	0.925219541252446	18	15
yonder	0.1906834451809	0.600683216941592	0.63022258241145	18	13
falling	0.244198784956185	0.742908903289213	0.782014504443784	12	10
leagues	0.158422428418196	0.692268088626906	0.710163905276147	10	8
north	0.216052837343399	0.686658244829715	0.719846076405753	14	11
south	0.256525789198891	0.574311635761589	0.62899867686289	27	19
west	0.301557063220102	0.727988110312401	0.787974207150306	16	13
needles	0.0616319520848203	0.443086974564049	0.447352841218324	11	7
compasses	0.0177798683898679	0.201698291130518	0.202480429585015	10	4
thither	8.02473037887394	0.991262705341073	8.08572194702627	10	10
stream	0.471663317714518	0.870086846850079	0.989705717038645	10	9
absent	0.0806659222757116	0.533900995325624	0.539960428018835	10	7
legs	0.156580126829047	0.381808790886675	0.412668497605699	36	20
set	1.04249608600517	0.66671784359177	1.23746142255012	74	48
going	0.45466772977881	0.420432886611077	0.619262913992385	89	47
lead	0.874151835750168	0.87954134639973	1.24005419719141	17	15
american	0.357008225923113	0.613031876028858	0.709410286367649	32	23
try	0.264144122579995	0.414419651628525	0.491442534941232	53	30
supplied	8.02473037887394	0.991262705341073	8.08572194702627	10	10
yes	0.499712797707102	0.496359915462515	0.704333760280035	72	42
bit	0.265712946298618	0.582892432359418	0.640598905347622	27	19
chief	0.425453950048313	0.620179300599516	0.752086051262631	37	26
element	0.471663317714518	0.870086846850079	0.989705717038645	10	9
trees	0.428197671805254	0.812843242263324	0.918731398523308	14	12
each	0.782779210812604	0.466733126848526	0.911363321940381	127	64
trunk	0.101680386216006	0.459254404283815	0.470375922848011	17	11
smoke	0.133837125417372	0.387815942628847	0.410260382558548	30	17
distant	0.476959352457994	0.763322735704321	0.900084342014834	21	17
winds	0.184648239257839	0.567290331291193	0.596584689912079	20	14
reaching	0.913122102887121	0.915290408806593	1.29288379494614	12	11
mountains	0.304332438070111	0.768743108099659	0.826791508853606	13	11
hill	0.874151835750168	0.87954134639973	1.24005419719141	17	15
blue	0.785817764636729	0.712617576079172	1.06081731177221	45	33
picture	0.0232746903932048	0.15513048516713	0.156866754416251	18	6
lies	0.402106562819894	0.7405941363445	0.842715469568872	20	16
pine	0.0632139311436511	0.449349451021735	0.453774096025951	11	7
tree	0.608270130328485	0.811983415533252	1.01454897296822	20	17
unless	0.475278716469999	0.699448773858949	0.845646761705002	29	22
visit	8.02473037887394	0.991262705341073	8.08572194702627	10	10
tiger	0.193264309157313	0.713864851297155	0.739563465235785	11	9
wanting	0.107996514324655	0.582312699469824	0.592242625171566	11	8
drop	0.816142723962784	0.822558003710626	1.15874527629924	25	21
sand	0.193264309157313	0.713864851297155	0.739563465235785	11	9
why	0.513715699447036	0.380039569747909	0.63901008946067	119	56
silver	0.265867748313304	0.758808249912153	0.804037076090357	12	10
whether	0.528692816490545	0.460369048555509	0.701039053888305	88	48
coat	0.151608635604176	0.452960816895803	0.47765958593194	26	16
sadly	0.913122102887121	0.915290408806593	1.29288379494614	12	11
beach	0.269897948013982	0.68042843174217	0.732002563564682	18	14
boy	0.164028775394235	0.263807993777434	0.310644647045796	65	28
crazy	1.97840434994955	0.952525913863824	2.19576624176651	14	13
voyage	0.54416169079748	0.448543294357616	0.705197158704397	95	51
yourself	0.150438729867732	0.451041332146816	0.475468289951066	26	16
told	0.178107957866334	0.370345072562165	0.410947584767682	43	23
separate	0.710490459338437	0.834561517378997	1.09603358484167	20	17
brother	0.652617142225422	0.893890075612822	1.10677396138759	11	10
deeper	0.161170015927113	0.546389185441197	0.569663862291651	19	13
image	0.0632139311436511	0.449349451021735	0.453774096025951	11	7
drowned	0.913122102887121	0.915290408806593	1.29288379494614	12	11
oceans	0.685236986854162	0.858784585325012	1.09866313861202	16	14
phantom	0.205326665169347	0.675598188000779	0.706110438288162	14	11
life	0.830067388187499	0.410882333997545	0.926194451140627	169	72
begin	0.913122102887121	0.915290408806593	1.29288379494614	12	11
lungs	0.685236986854162	0.858784585325012	1.09866313861202	16	14
mean	0.313688313243284	0.526872066096476	0.613183929908625	40	26
needs	2.0486992064641	0.935668972989142	2.25225328628491	20	18
besides	2.30384752631954	0.872056284253652	2.46337077749878	48	39
sick	0.0806659222757116	0.533900995325624	0.539960428018835	10	7
don	0.150092194328419	0.133783969892565	0.201061725344569	138	37
t	0.174035012645577	0.0795400426557893	0.191349951691216	286	51
nights	0.206801313291623	0.727492671637223	0.756314994208765	11	9
themselves	1.18124428584915	0.743062614522984	1.39552144804478	58	42
general	8.6673730423486	0.947642813748106	8.71902416315494	68	53
nor	1.04079938286703	0.489717355645575	1.15025494730381	154	76
salt	0.913122102887121	0.915290408806593	1.29288379494614	12	11
cook	0.0224366604885301	0.0556969364840337	0.0600462527355709	54	9
kind	16.6027533888284	0.989476006203731	16.6322122057502	25	24
quite	0.269277823944727	0.482567821495727	0.552614014309753	41	25
care	1.97840434994955	0.952525913863824	2.19576624176651	14	13
considerable	0.816142723962784	0.822558003710626	1.15874527629924	25	21
sort	0.796669871885331	0.433226424284785	0.906845091219206	148	70
officer	0.0747520153741359	0.414400697231569	0.421088828714922	15	9
somehow	0.72571905619458	0.705583937584451	1.01218419346536	43	32
fowls	0.105058649700179	0.575589705728006	0.585098990955272	11	8
speak	1.06416239136973	0.747662662933733	1.30055413295676	51	38
fowl	0.150207227431756	0.680812396693037	0.697185578353176	10	8
creatures	0.394959594736457	0.629564642097941	0.743198977430873	33	24
huge	0.418679952023029	0.679826075152512	0.798408663958048	28	21
sailor	0.151083379084329	0.213581383156476	0.26161650304706	79	31
forecastle	0.294396604697539	0.530482760207324	0.606697057628121	37	25
royal	0.340569249756549	0.641723311031036	0.726495851192816	27	20
order	0.541780792889948	0.557755781932515	0.777571822935742	61	38
jump	0.253301154840031	0.666473528458467	0.712985581326279	18	14
sense	1.97840434994955	0.952525913863824	2.19576624176651	14	13
honour	0.248101883558245	0.594799067524584	0.644469142281664	24	17
family	0.913122102887121	0.915290408806593	1.29288379494614	12	11
putting	0.685236986854162	0.858784585325012	1.09866313861202	16	14
pot	0.0824534861133814	0.53935323930972	0.545619367440469	10	7
boys	0.0566915199419496	0.186997078993987	0.195401729740583	35	13
awe	0.375371348830607	0.791983682118599	0.876436992752499	14	12
keen	0.685236986854162	0.858784585325012	1.09866313861202	16	14
orders	0.697912006725828	0.805040539162359	1.06544424482321	24	20
sweep	1.31227314973476	0.934780947042723	1.61117231805567	13	12
decks	0.438008661479978	0.74758689326305	0.866451239545643	21	17
think	0.778392446178175	0.479464549546943	0.91421061826009	120	63
gabriel	0.004072622176123	0.0293282850849433	0.0296097037711146	19	2
anything	1.91194621579084	0.863272302018554	2.09780299349327	43	35
less	0.895213961657853	0.71367614808469	1.14487627344275	51	37
instance	0.326861710297611	0.731921273445396	0.801590499058347	17	14
ain	0.345268547222006	0.690257052637381	0.771793475235726	22	17
slave	0.105058649700179	0.575589705728006	0.585098990955272	11	8
however	0.709975979805366	0.522862541713376	0.881731892032698	92	51
knowing	12.8069937765373	0.991244666247968	12.8452970218921	16	16
else.	0.785817764636729	0.712617576079172	1.06081731177221	45	33
served	8.02473037887394	0.991262705341073	8.08572194702627	10	10
either	7.16389756205388	0.965811484220213	7.22870805211092	36	31
view	1.7950246645908	0.849944907479235	1.98608154219287	45	36
shoulder	0.138244899581884	0.620622699248466	0.635833458605991	12	9
always	3.85391425363871	0.872460774282195	3.95143554636296	80	59
trouble	8.02473037887394	0.991262705341073	8.08572194702627	10	10
single	4.15266508677676	0.937960098924386	4.25727570990051	39	34
contrary	9.62072209009542	0.991255741468079	9.67165350288375	12	12
difference	0.479877352339433	0.791042935767132	0.925219541252446	18	15
between	0.730655995746897	0.465775242498763	0.866489907988357	119	60
act	0.600630659430412	0.746257648306569	0.957944500847446	29	23
really	0.394712717854613	0.651362080068745	0.761623718766464	30	22
marvellous	3.17241341745791	0.967765392690956	3.31674188723772	15	14
considering	0.113968177692825	0.350417119865712	0.368484604049619	30	16
earthly	0.685236986854162	0.858784585325012	1.09866313861202	16	14
enter	8.02473037887394	0.991262705341073	8.08572194702627	10	10
ah	0.322708929259397	0.675633190991847	0.748746460287841	22	17
astern	0.442299198176391	0.684117611734047	0.814644393212262	29	22
wherefore	1.31227314973476	0.934780947042723	1.61117231805567	13	12
merchant	0.210895796130459	0.611825686807136	0.647153542725777	19	14
whaling	0.353692030111708	0.286629229328231	0.455251982170135	125	53
invisible	0.685236986854162	0.858784585325012	1.09866313861202	16	14
unaccountable	0.301557063220102	0.727988110312401	0.787974207150306	16	13
doubtless	0.913122102887121	0.915290408806593	1.29288379494614	12	11
formed	0.476959352457994	0.763322735704321	0.900084342014834	21	17
drawn	0.243773588890668	0.571069159743798	0.620923141661771	26	18
battle	0.172159158453735	0.457403892868453	0.488730086091201	29	18
cannot	0.779776731022145	0.619534827175394	0.995929290826828	68	45
exactly	0.317051658376338	0.652280147863238	0.725252470092777	24	18
parts	0.461213039285231	0.620825036429087	0.773395884048976	40	28
short	0.817725449755919	0.663081946600883	1.05278325361232	59	41
easy	0.328761768774034	0.544839671811373	0.636344693218193	39	26
jolly	0.364951783046797	0.701989975251949	0.79118880762007	22	17
circumstances	12.4428262860375	0.985476944885582	12.4817903681086	26	24
presented	1.49632028967214	0.917915128377851	1.75543230920176	19	17
various	1.36141259485402	0.835724416772142	1.59746034511542	38	31
judgment	0.193264309157313	0.713864851297155	0.739563465235785	11	9
idea	0.273851497059007	0.540945357024484	0.606313880533676	33	22
mysterious	8.02473037887394	0.991262705341073	8.08572194702627	10	10
monster	0.305522999758182	0.485367990339262	0.573521045321976	46	28
wild	0.478557044757935	0.447205289906571	0.654988104020118	84	45
island	0.207858945596746	0.479809891786827	0.522898530807916	32	20
bulk	0.341242808567708	0.609849119110573	0.698829451639754	31	22
nameless	0.431136168937548	0.772787446708701	0.884917416461389	18	15
perils	0.241060716539902	0.587846339736144	0.635353120870522	24	17
sights	0.913122102887121	0.915290408806593	1.29288379494614	12	11
sounds	9.62072209009542	0.991255741468079	9.67165350288375	12	12
helped	0.540969236725915	0.836630935915599	0.996292646773442	15	13
wish	1.31227314973476	0.934780947042723	1.61117231805567	13	12
remote	8.82720205809376	0.991262703942574	8.88268528783061	11	11
love	0.216077347781242	0.571560950060272	0.61104119325785	23	16
horror	0.138244899581884	0.620622699248466	0.635833458605991	12	9
social	0.138244899581884	0.620622699248466	0.635833458605991	12	9
terms	9.62072209009542	0.991255741468079	9.67165350288375	12	12
reason	0.441670630843575	0.50287563866886	0.669295789704653	62	37
flood	0.216052837343399	0.686658244829715	0.719846076405753	14	11
wonder	1.46899941465621	0.852817861963515	1.69860459964769	36	31
swung	0.519049760528285	0.786563847436819	0.94238810476315	20	17
purpose	1.55946018740757	0.850253517280731	1.77618893132389	39	32
floated	0.237742109249945	0.665085949806123	0.706300666246413	17	13
mid	8.82720205809376	0.991262703942574	8.88268528783061	11	11
snow	0.411862043453925	0.668511860808813	0.785199624859885	29	22
arm	0.256257483085882	0.292540380061176	0.388905864707449	88	40
started	0.798977695723423	0.807766070285079	1.13615640761618	27	22
cape	0.249766961213492	0.476277475226296	0.537795284770848	39	24
horn	0.161855738559572	0.442131363658513	0.470826319182776	29	18
pacific	0.418040098364082	0.656933816392828	0.778665244479742	31	23
arrived	0.375371348830607	0.791983682118599	0.876436992752499	14	12
bedford	0.0307966006948737	0.195462523236018	0.197873769368632	18	7
nantucket	0.380208602713516	0.380236731474421	0.537716052893825	88	43
already	1.64617165990166	0.882908876302242	1.86799604328186	31	26
young	0.194500372885811	0.256638128306426	0.322014788407838	80	33
stop	0.166256936882822	0.424548486340975	0.455941647928846	32	19
doing	11.9958300564105	0.991256729642934	12.0367158580048	15	15
fine	0.602431353181334	0.595946262979407	0.847393346477899	58	38
everything	1.49632028967214	0.917915128377851	1.75543230920176	19	17
connected	0.265867748313304	0.758808249912153	0.804037076090357	12	10
famous	0.364434120030743	0.589741566131617	0.693258496281116	36	25
late	0.293610427356035	0.598232484517361	0.666400171506586	28	20
gradually	0.158422428418196	0.692268088626906	0.710163905276147	10	8
business	0.551018911382776	0.535025708619373	0.768032778978295	68	42
original	0.476959352457994	0.763322735704321	0.900084342014834	21	17
whalemen	0.499921311130425	0.503506803067549	0.709535353634804	70	42
red	0.244649177594632	0.471116119340553	0.530851785341475	39	24
chase	0.238505520481198	0.364688633087478	0.435755301061524	59	30
leviathan	0.196008073290864	0.253413932498102	0.320371325151533	82	33
partly	11.2421846788306	0.991272504047305	11.2858024761296	14	14
throw	0.338360058607011	0.78700542943793	0.856659252693462	13	11
whales	0.334056903645972	0.163329221989153	0.371847347212692	243	67
